STATIONID,Latitude,Longitude,LAKEID,County,Lake,Station,Study,water type
Sem-Ann-3,28.6273,-81.31,Sem-Ann,Seminole,Ann,3,LW,Lake
Sem-Asher-1,28.6598,-81.4468,Sem-Asher,Seminole,Asher,1,LW,Lake
Sem-Asher-2,28.6595,-81.447,Sem-Asher,Seminole,Asher,2,LW,Lake
Sem-Asher-3,28.6598,-81.4468,Sem-Asher,Seminole,Asher,3,LW,Lake
Sem-Banana-1,28.7775,-81.3657,Sem-Banana,Seminole,Banana,1,LW,Lake
Sem-Banana-2,28.779,-81.3649,Sem-Banana,Seminole,Banana,2,LW,Lake
Sem-Banana-3,28.7803,-81.3644,Sem-Banana,Seminole,Banana,3,LW,Lake
Sem-Baptismal-1,28.6144,-81.248,Sem-Baptismal,Seminole,Baptismal,1,LW,Lake
Sem-Baptismal-2,28.6135,-81.2484,Sem-Baptismal,Seminole,Baptismal,2,LW,Lake
Sem-Baptismal-3,28.6127,-81.2489,Sem-Baptismal,Seminole,Baptismal,3,LW,Lake
Sem-Bath-1,28.6439,-81.1987,Sem-Bath,Seminole,Bath,1,LW,Lake
Sem-Bath-2,28.6446,-81.1993,Sem-Bath,Seminole,Bath,2,LW,Lake
Sem-Bath-3,28.645,-81.1998,Sem-Bath,Seminole,Bath,3,LW,Lake
Sem-Bear-1,28.6542,-81.4496,Sem-Bear,Seminole,Bear,1,LW,Lake
Sem-Bear-2,28.6502,-81.4498,Sem-Bear,Seminole,Bear,2,LW,Lake
Sem-Bear-3,28.6501,-81.4546,Sem-Bear,Seminole,Bear,3,LW,Lake
Sem-Bear-4,28.6577,-81.4531,Sem-Bear,Seminole,Bear,4,LW,Lake
Sem-BearGull-1,28.6223,-81.2703,Sem-BearGull,Seminole,Bear Gully,1,LW,Lake
Sem-BearGull-2,28.6247,-81.2724,Sem-BearGull,Seminole,Bear Gully,2,LW,Lake
Sem-BearGull-3,28.6271,-81.2724,Sem-BearGull,Seminole,Bear Gully,3,LW,Lake
Sem-Beatrice-1,28.7238,-81.0584,Sem-Beatrice,Seminole,Beatrice,1,LW,Lake
Sem-Beatrice-2,28.7245,-81.0582,Sem-Beatrice,Seminole,Beatrice,2,LW,Lake
Sem-Beatrice-3,28.7255,-81.0582,Sem-Beatrice,Seminole,Beatrice,3,LW,Lake
Sem-Beaumont-1,28.6617,-81.3319,Sem-Beaumont,Seminole,Beaumont,1,LW,Lake
Sem-Beaumont-2,28.6618,-81.3317,Sem-Beaumont,Seminole,Beaumont,2,LW,Lake
Sem-Beaumont-3,28.662,-81.3317,Sem-Beaumont,Seminole,Beaumont,3,LW,Lake
Sem-Bel-Air-1,28.7797,-81.309,Sem-Bel-Air,Seminole,Bel-Air,1,LW,Lake
Sem-Bel-Air-2,28.7787,-81.315,Sem-Bel-Air,Seminole,Bel-Air,2,LW,Lake
Sem-Bel-Air-3,28.7764,-81.3078,Sem-Bel-Air,Seminole,Bel-Air,3,LW,Lake
Sem-Bingham-1,28.7391,-81.3099,Sem-Bingham,Seminole,Bingham,1,LW,Lake
Sem-Bingham-2,28.7398,-81.3092,Sem-Bingham,Seminole,Bingham,2,LW,Lake
Sem-Bingham-3,28.7398,-81.3106,Sem-Bingham,Seminole,Bingham,3,LW,Lake
Sem-Blue-1,28.7019,-81.4168,Sem-Blue,Seminole,Blue,1,LW,Lake
Sem-Blue-2,28.7017,-81.4222,Sem-Blue,Seminole,Blue,2,LW,Lake
Sem-Brantley-1,28.6872,-81.425,Sem-Brantley,Seminole,Brantley,1,LW,Lake
Sem-Brantley-2,28.6948,-81.4245,Sem-Brantley,Seminole,Brantley,2,LW,Lake
Sem-Brantley-3,28.692,-81.419,Sem-Brantley,Seminole,Brantley,3,LW,Lake
Sem-Buck-1,28.7163,-81.1297,Sem-Buck,Seminole,Buck,1,LW,Lake
Sem-Buck-2,28.7147,-81.1252,Sem-Buck,Seminole,Buck,2,LW,Lake
Sem-Buck-3,28.7037,-81.1239,Sem-Buck,Seminole,Buck,3,LW,Lake
Sem-Charm-1,28.6787,-81.1973,Sem-Charm,Seminole,Charm,1,LW,Lake
Sem-Charm-2,28.6791,-81.1955,Sem-Charm,Seminole,Charm,2,LW,Lake
Sem-Charm-3,28.6802,-81.1965,Sem-Charm,Seminole,Charm,3,LW,Lake
Sem-Clear-1,28.6699,-81.2949,Sem-Clear,Seminole,Clear,1,LW,Lake
Sem-Clear-2,28.6696,-81.2955,Sem-Clear,Seminole,Clear,2,LW,Lake
Sem-Clear-3,28.6699,-81.2959,Sem-Clear,Seminole,Clear,3,LW,Lake
Sem-Cochran-1,28.7403,-81.14,Sem-Cochran,Seminole,Cochran,1,LW,Lake
Sem-Cochran-2,28.7395,-81.14,Sem-Cochran,Seminole,Cochran,2,LW,Lake
Sem-Cochran-3,28.7388,-81.1402,Sem-Cochran,Seminole,Cochran,3,LW,Lake
Sem-Como-1,28.7804,-81.3271,Sem-Como,Seminole,Como,1,LW,Lake
Sem-Como-2,28.7805,-81.3279,Sem-Como,Seminole,Como,2,LW,Lake
Sem-Como-3,28.7799,-81.3282,Sem-Como,Seminole,Como,3,LW,Lake
Sem-Concord-1,28.6742,-81.3344,Sem-Concord,Seminole,Concord,1,LW,Lake
Sem-Concord-2,28.6755,-81.3358,Sem-Concord,Seminole,Concord,2,LW,Lake
Sem-Concord-3,28.6733,-81.3359,Sem-Concord,Seminole,Concord,3,LW,Lake
Sem-CranesRo-1,28.6662,-81.3866,Sem-CranesRo,Seminole,Cranes Roost,1,LW,Lake
Sem-CranesRo-2,28.667,-81.3842,Sem-CranesRo,Seminole,Cranes Roost,2,LW,Lake
Sem-CranesRo-3,28.6682,-81.3822,Sem-CranesRo,Seminole,Cranes Roost,3,LW,Lake
Sem-Crescent-1,28.6507,-81.1296,Sem-Crescent,Seminole,Crescent,1,LW,Lake
Sem-Crescent-2,28.6513,-81.1297,Sem-Crescent,Seminole,Crescent,2,LW,Lake
Sem-Crescent-3,28.6514,-81.1301,Sem-Crescent,Seminole,Crescent,3,LW,Lake
Sem-CrystalB-1,28.6641,-81.3149,Sem-CrystalB,Seminole,Crystal Bowl,1,LW,Lake
Sem-CrystalB-2,28.6642,-81.3161,Sem-CrystalB,Seminole,Crystal Bowl,2,LW,Lake
Sem-Cub-1,28.6473,-81.4397,Sem-Cub,Seminole,Cub,1,LW,Lake
Sem-Cub-2,28.6467,-81.4398,Sem-Cub,Seminole,Cub,2,LW,Lake
Sem-Cub-3,28.6463,-81.4398,Sem-Cub,Seminole,Cub,3,LW,Lake
Sem-Deep-1,28.6117,-81.2546,Sem-Deep,Seminole,Deep,1,LW,Lake
Sem-Deep-2,28.6131,-81.2532,Sem-Deep,Seminole,Deep,2,LW,Lake
Sem-Deep-3,28.6145,-81.2515,Sem-Deep,Seminole,Deep,3,LW,Lake
Sem-DeForest-1,28.7826,-81.3111,Sem-DeForest,Seminole,DeForest,1,LW,Lake
Sem-DeForest-2,28.782,-81.3107,Sem-DeForest,Seminole,DeForest,2,LW,Lake
Sem-DeForest-3,28.7815,-81.3097,Sem-DeForest,Seminole,DeForest,3,LW,Lake
Sem-Dot-1,28.7511,-81.2857,Sem-Dot,Seminole,Dot,1,LW,Lake
Sem-Dot-2,28.7506,-81.2858,Sem-Dot,Seminole,Dot,2,LW,Lake
Sem-Dot-3,28.7501,-81.2861,Sem-Dot,Seminole,Dot,3,LW,Lake
Sem-East-1,28.7056,-81.3458,Sem-East,Seminole,East,1,LW,Lake
Sem-East-2,28.7061,-81.3455,Sem-East,Seminole,East,2,LW,Lake
Sem-East-3,28.7066,-81.3454,Sem-East,Seminole,East,3,LW,Lake
Sem-EastCrys-1,28.7666,-81.3107,Sem-EastCrys,Seminole,East Crystal,1,LW,Lake
Sem-EastCrys-2,28.768,-81.3144,Sem-EastCrys,Seminole,East Crystal,2,LW,Lake
Sem-EastCrys-3,28.7706,-81.3144,Sem-EastCrys,Seminole,East Crystal,3,LW,Lake
Sem-Emily-1,28.6728,-81.3133,Sem-Emily,Seminole,Emily,1,LW,Lake
Sem-Emily-2,28.6729,-81.3135,Sem-Emily,Seminole,Emily,2,LW,Lake
Sem-Emily-3,28.6733,-81.3139,Sem-Emily,Seminole,Emily,3,LW,Lake
Sem-Emma-1,28.7624,-81.3492,Sem-Emma,Seminole,Emma,1,LW,Lake
Sem-Emma-2,28.7611,-81.3509,Sem-Emma,Seminole,Emma,2,LW,Lake
Sem-Emma-3,28.7606,-81.3525,Sem-Emma,Seminole,Emma,3,LW,Lake
Sem-Fairy-1,28.689,-81.3353,Sem-Fairy,Seminole,Fairy,1,LW,Lake
Sem-Fairy-2,28.6893,-81.3335,Sem-Fairy,Seminole,Fairy,2,LW,Lake
Sem-Fairy-3,28.69,-81.3317,Sem-Fairy,Seminole,Fairy,3,LW,Lake
Sem-Florence-1,28.6302,-81.2903,Sem-Florence,Seminole,Florence,1,LW,Lake
Sem-Florence-2,28.6289,-81.2917,Sem-Florence,Seminole,Florence,2,LW,Lake
Sem-Florence-3,28.6273,-81.2911,Sem-Florence,Seminole,Florence,3,LW,Lake
Sem-Florida-1,28.6755,-81.363,Sem-Florida,Seminole,Florida,1,LW,Lake
Sem-Florida-2,28.6741,-81.3641,Sem-Florida,Seminole,Florida,2,LW,Lake
Sem-Florida-3,28.6728,-81.3636,Sem-Florida,Seminole,Florida,3,LW,Lake
Sem-Forest-1,28.818,-81.3465,Sem-Forest,Seminole,Forest,1,LW,Lake
Sem-Forest-2,28.8201,-81.3492,Sem-Forest,Seminole,Forest,2,LW,Lake
Sem-Forest-3,28.8209,-81.3451,Sem-Forest,Seminole,Forest,3,LW,Lake
Sem-Fruitwood-1,28.6818,-81.3077,Sem-Fruitwood,Seminole,Fruitwood,1,LW,Lake
Sem-Fruitwood-2,28.6815,-81.3077,Sem-Fruitwood,Seminole,Fruitwood,2,LW,Lake
Sem-Fruitwood-3,28.6812,-81.3076,Sem-Fruitwood,Seminole,Fruitwood,3,LW,Lake
Sem-Gem-1,28.6466,-81.206,Sem-Gem,Seminole,Gem,1,LW,Lake
Sem-Gem-2,28.6459,-81.2063,Sem-Gem,Seminole,Gem,2,LW,Lake
Sem-Gem-3,28.6452,-81.2067,Sem-Gem,Seminole,Gem,3,LW,Lake
Sem-Golden-1,28.7671,-81.2432,Sem-Golden,Seminole,Golden,1,LW,Lake
Sem-Golden-2,28.7688,-81.2427,Sem-Golden,Seminole,Golden,2,LW,Lake
Sem-Golden-3,28.77,-81.2411,Sem-Golden,Seminole,Golden,3,LW,Lake
Sem-Gore-1,28.6488,-81.1037,Sem-Gore,Seminole,Gore,1,LW,Lake
Sem-Gore-2,28.65,-81.1043,Sem-Gore,Seminole,Gore,2,LW,Lake
Sem-Gore-3,28.6521,-81.1052,Sem-Gore,Seminole,Gore,3,LW,Lake
Sem-Grace-1,28.725,-81.3745,Sem-Grace,Seminole,Grace,1,LW,Lake
Sem-Grace-2,28.7174,-81.3735,Sem-Grace,Seminole,Grace,2,LW,Lake
Sem-Grace-3,28.7182,-81.3729,Sem-Grace,Seminole,Grace,3,LW,Lake
Sem-Green-1,28.7001,-81.426,Sem-Green,Seminole,Green,1,LW,Lake
Sem-Green-2,28.6998,-81.4258,Sem-Green,Seminole,Green,2,LW,Lake
Sem-Griffin-1,28.6799,-81.3419,Sem-Griffin,Seminole,Griffin,1,LW,Lake
Sem-Griffin-2,28.6805,-81.3406,Sem-Griffin,Seminole,Griffin,2,LW,Lake
Sem-Griffin-3,28.6797,-81.3404,Sem-Griffin,Seminole,Griffin,3,LW,Lake
Sem-Hayes-1,28.6333,-81.2086,Sem-Hayes,Seminole,Hayes,1,LW,Lake
Sem-Hayes-2,28.6326,-81.2091,Sem-Hayes,Seminole,Hayes,2,LW,Lake
Sem-Hayes-3,28.6323,-81.2103,Sem-Hayes,Seminole,Hayes,3,LW,Lake
Sem-Hodge-1,28.6903,-81.321,Sem-Hodge,Seminole,Hodge,1,LW,Lake
Sem-Hodge-2,28.6912,-81.3219,Sem-Hodge,Seminole,Hodge,2,LW,Lake
Sem-Hodge-3,28.6922,-81.3217,Sem-Hodge,Seminole,Hodge,3,LW,Lake
Sem-Horseshoe-1,28.6296,-81.1322,Sem-Horseshoe,Seminole,Horseshoe,1,LW,Lake
Sem-Horseshoe-2,28.631,-81.1343,Sem-Horseshoe,Seminole,Horseshoe,2,LW,Lake
Sem-Horseshoe-3,28.6334,-81.1363,Sem-Horseshoe,Seminole,Horseshoe,3,LW,Lake
Sem-HorseshoN-1,28.6401,-81.1351,Sem-HorseshoN,Seminole,Horseshoe North,1,LW,Lake
Sem-HorseshoN-2,28.6382,-81.1369,Sem-HorseshoN,Seminole,Horseshoe North,2,LW,Lake
Sem-HorseshoN-3,28.6369,-81.1389,Sem-HorseshoN,Seminole,Horseshoe North,3,LW,Lake
Sem-Howard-1,28.8009,-81.4027,Sem-Howard,Seminole,Howard,1,LW,Lake
Sem-Howard-2,28.8013,-81.4025,Sem-Howard,Seminole,Howard,2,LW,Lake
Sem-Howard-3,28.8016,-81.4023,Sem-Howard,Seminole,Howard,3,LW,Lake
Sem-Howell-1,28.6378,-81.3153,Sem-Howell,Seminole,Howell,1,LW,Lake
Sem-Howell-2,28.6398,-81.3098,Sem-Howell,Seminole,Howell,2,LW,Lake
Sem-Howell-3,28.6408,-81.3035,Sem-Howell,Seminole,Howell,3,LW,Lake
Sem-Howell-4,28.6374,-81.318,Sem-Howell,Seminole,Howell,4,LW,Lake
Sem-Howell-5,28.6396,-81.2986,Sem-Howell,Seminole,Howell,5,LW,Lake
Sem-Howell-6,28.6417,-81.3205,Sem-Howell,Seminole,Howell,6,LW,Lake
Sem-IslandN-1,28.7039,-81.3635,Sem-IslandN,Seminole,Island North,1,LW,Lake
Sem-IslandN-2,28.7038,-81.3637,Sem-IslandN,Seminole,Island North,2,LW,Lake
Sem-IslandN-3,28.7036,-81.3636,Sem-IslandN,Seminole,Island North,3,LW,Lake
Sem-IslandPo-1,28.7216,-81.1359,Sem-IslandPo,Seminole,Island Pond,1,LW,Lake
Sem-IslandPo-2,28.7243,-81.1346,Sem-IslandPo,Seminole,Island Pond,2,LW,Lake
Sem-IslandPo-3,28.7241,-81.1321,Sem-IslandPo,Seminole,Island Pond,3,LW,Lake
Sem-Jane-1,28.6893,-81.3392,Sem-Jane,Seminole,Jane,1,LW,Lake
Sem-Jane-2,28.6949,-81.3395,Sem-Jane,Seminole,Jane,2,LW,Lake
Sem-Jennie-1,28.7768,-81.2821,Sem-Jennie,Seminole,Jennie,1,LW,Lake
Sem-Jennie-2,28.7775,-81.2811,Sem-Jennie,Seminole,Jennie,2,LW,Lake
Sem-Jennie-3,28.7775,-81.2798,Sem-Jennie,Seminole,Jennie,3,LW,Lake
Sem-Jesup-1,28.7102,-81.2525,Sem-Jesup,Seminole,Jesup,1,LW,Lake
Sem-Jesup-2,28.7179,-81.2191,Sem-Jesup,Seminole,Jesup,2,LW,Lake
Sem-Jesup-3,28.7341,-81.207,Sem-Jesup,Seminole,Jesup,3,LW,Lake
Sem-Jesup-4,28.7156,-81.2739,Sem-Jesup,Seminole,Jesup,4,LW,Lake
Sem-JesupNor-1,28.7789,-81.1798,Sem-JesupNor,Seminole,Jesup North,1,LW,Lake
Sem-JesupNor-2,28.7635,-81.1789,Sem-JesupNor,Seminole,Jesup North,2,LW,Lake
Sem-JesupNor-3,28.7503,-81.1846,Sem-JesupNor,Seminole,Jesup North,3,LW,Lake
Sem-Kathryn-1,28.6798,-81.3286,Sem-Kathryn,Seminole,Kathryn,1,LW,Lake
Sem-Kathryn-2,28.6829,-81.33,Sem-Kathryn,Seminole,Kathryn,2,LW,Lake
Sem-Kathryn-3,28.6842,-81.3284,Sem-Kathryn,Seminole,Kathryn,3,LW,Lake
Sem-LESAP-1,28.6674,-81.2122,Sem-LESAP,Seminole,LESA Pond,1,LW,Lake
Sem-LESAP-2,28.6674,-81.2121,Sem-LESAP,Seminole,LESA Pond,2,LW,Lake
Sem-LittleBe-1,28.6457,-81.4461,Sem-LittleBe,Seminole,Little Bear,1,LW,Lake
Sem-LittleBe-2,28.6443,-81.4444,Sem-LittleBe,Seminole,Little Bear,2,LW,Lake
Sem-LittleBe-3,28.6459,-81.4442,Sem-LittleBe,Seminole,Little Bear,3,LW,Lake
Sem-LittleHo-1,28.6701,-81.2788,Sem-LittleHo,Seminole,Little Howell,1,LW,Lake
Sem-LittleHo-2,28.6688,-81.2834,Sem-LittleHo,Seminole,Little Howell,2,LW,Lake
Sem-LittleHo-3,28.6659,-81.2809,Sem-LittleHo,Seminole,Little Howell,3,LW,Lake
Sem-LittleMa-1,28.748,-81.3169,Sem-LittleMa,Seminole,Little Mary,1,LW,Lake
Sem-LittleMa-2,28.7476,-81.3152,Sem-LittleMa,Seminole,Little Mary,2,LW,Lake
Sem-LittleMa-3,28.7474,-81.3135,Sem-LittleMa,Seminole,Little Mary,3,LW,Lake
Sem-LtPearl-1,28.6658,-81.4289,Sem-LtPearl,Seminole,Little Pearl,1,LW,Lake
Sem-LtPearl-2,28.666,-81.4296,Sem-LtPearl,Seminole,Little Pearl,2,LW,Lake
Sem-LtPearl-3,28.6661,-81.4305,Sem-LtPearl,Seminole,Little Pearl,3,LW,Lake
Sem-Long-1,28.668,-81.1898,Sem-Long,Seminole,Long,1,LW,Lake
Sem-Long-2,28.664,-81.1903,Sem-Long,Seminole,Long,2,LW,Lake
Sem-Long-3,28.66,-81.1894,Sem-Long,Seminole,Long,3,LW,Lake
Sem-Lost-1,28.6699,-81.3219,Sem-Lost,Seminole,Lost,1,LW,Lake
Sem-Lost-2,28.6704,-81.3225,Sem-Lost,Seminole,Lost,2,LW,Lake
Sem-Lost-3,28.6709,-81.3232,Sem-Lost,Seminole,Lost,3,LW,Lake
Sem-Lotus-1,28.6517,-81.421,Sem-Lotus,Seminole,Lotus,1,LW,Lake
Sem-Lotus-2,28.6485,-81.4209,Sem-Lotus,Seminole,Lotus,2,LW,Lake
Sem-Lotus-3,28.6455,-81.4225,Sem-Lotus,Seminole,Lotus,3,LW,Lake
Sem-Lotus2-1,28.6757,-81.3441,Sem-Lotus2,Seminole,Lotus 2,1,LW,Lake
Sem-Lotus2-2,28.6756,-81.3445,Sem-Lotus2,Seminole,Lotus 2,2,LW,Lake
Sem-Marion-1,28.6798,-81.3666,Sem-Marion,Seminole,Marion,1,LW,Lake
Sem-Marion-2,28.6808,-81.3663,Sem-Marion,Seminole,Marion,2,LW,Lake
Sem-Marion-3,28.6786,-81.3652,Sem-Marion,Seminole,Marion,3,LW,Lake
Sem-Marioncov-1,28.6815,-81.3695,Sem-Marioncov,Seminole,Marion North,1,LW,Lake
Sem-Mary-1,28.754,-81.3196,Sem-Mary,Seminole,Mary,1,LW,Lake
Sem-Mary-2,28.7538,-81.311,Sem-Mary,Seminole,Mary,2,LW,Lake
Sem-Mary-3,28.7545,-81.311,Sem-Mary,Seminole,Mary,3,LW,Lake
Sem-MiamiSp-1-1,28.7102,-81.443,Sem-MiamiSp-1,Seminole,Miami Springs-1,1,LW,Spring Boil
Sem-MiamiSp-2-1,28.7103,-81.4427,Sem-MiamiSp-2,Seminole,Miami Springs-2,1,LW,Spring Boil
Sem-MiamiSp-3-1,28.7119,-81.4433,Sem-MiamiSp-3,Seminole,Miami Springs-3,1,LW,Spring Boil
Sem-Mills-1,28.6325,-81.1195,Sem-Mills,Seminole,Mills,1,LW,Lake
Sem-Mills-2,28.6346,-81.1144,Sem-Mills,Seminole,Mills,2,LW,Lake
Sem-Mills-3,28.6342,-81.1098,Sem-Mills,Seminole,Mills,3,LW,Lake
Sem-Minnie-1,28.7535,-81.2936,Sem-Minnie,Seminole,Minnie,1,LW,Lake
Sem-Minnie-2,28.7539,-81.2923,Sem-Minnie,Seminole,Minnie,2,LW,Lake
Sem-Minnie-3,28.7557,-81.2919,Sem-Minnie,Seminole,Minnie,3,LW,Lake
Sem-Mirror-1,28.6682,-81.4395,Sem-Mirror,Seminole,Mirror,1,LW,Lake
Sem-Mirror-2,28.6654,-81.4396,Sem-Mirror,Seminole,Mirror,2,LW,Lake
Sem-Mirror-3,28.6633,-81.4404,Sem-Mirror,Seminole,Mirror,3,LW,Lake
Sem-MonroeEa-1,28.817,-81.2487,Sem-MonroeEa,Seminole,Monroe East,1,LW,Lake
Sem-MonroeEa-2,28.8322,-81.2367,Sem-MonroeEa,Seminole,Monroe East,2,LW,Lake
Sem-MonroeEa-3,28.851,-81.2518,Sem-MonroeEa,Seminole,Monroe East,3,LW,Lake
Sem-MonroeEa-4,28.8353,-81.2616,Sem-MonroeEa,Seminole,Monroe East,4,LW,Lake
Sem-MonroeWe-1,28.8339,-81.3114,Sem-MonroeWe,Seminole,Monroe West,1,LW,Lake
Sem-MonroeWe-2,28.8422,-81.2963,Sem-MonroeWe,Seminole,Monroe West,2,LW,Lake
Sem-MonroeWe-3,28.8488,-81.2896,Sem-MonroeWe,Seminole,Monroe West,3,LW,Lake
Sem-Mullet-1,28.7908,-81.132,Sem-Mullet,Seminole,Mullet,1,LW,Lake
Sem-Mullet-2,28.7929,-81.128,Sem-Mullet,Seminole,Mullet,2,LW,Lake
Sem-Mullet-3,28.7886,-81.1301,Sem-Mullet,Seminole,Mullet,3,LW,Lake
Sem-Myrtle-1,28.7269,-81.3632,Sem-Myrtle,Seminole,Myrtle,1,LW,Lake
Sem-Myrtle-2,28.7257,-81.3632,Sem-Myrtle,Seminole,Myrtle,2,LW,Lake
Sem-Myrtle-3,28.7255,-81.3653,Sem-Myrtle,Seminole,Myrtle,3,LW,Lake
Sem-Noname-1,28.628,-81.2643,Sem-Noname,Seminole,Noname,1,LW,Lake
Sem-Noname-2,28.6278,-81.264,Sem-Noname,Seminole,Noname,2,LW,Lake
Sem-Noname-3,28.6276,-81.2638,Sem-Noname,Seminole,Noname,3,LW,Lake
Sem-Onora-1,28.7675,-81.2486,Sem-Onora,Seminole,Onora,1,LW,Lake
Sem-Onora-2,28.7681,-81.248,Sem-Onora,Seminole,Onora,2,LW,Lake
Sem-Orienta1-1,28.6518,-81.3776,Sem-Orienta1,Seminole,Orienta 1,1,LW,Lake
Sem-Orienta1-2,28.6571,-81.3773,Sem-Orienta1,Seminole,Orienta 1,2,LW,Lake
Sem-Orienta1-3,28.6559,-81.3742,Sem-Orienta1,Seminole,Orienta 1,3,LW,Lake
Sem-Orienta2-1,28.6585,-81.3735,Sem-Orienta2,Seminole,Orienta 2,1,LW,Lake
Sem-Orienta2-2,28.6579,-81.373,Sem-Orienta2,Seminole,Orienta 2,2,LW,Lake
Sem-Orienta2-3,28.6575,-81.3722,Sem-Orienta2,Seminole,Orienta 2,3,LW,Lake
Sem-OrientaE-1,28.659,-81.3706,Sem-OrientaE,Seminole,Orienta East,1,LW,Lake
Sem-OrientaE-2,28.659,-81.37,Sem-OrientaE,Seminole,Orienta East,2,LW,Lake
Sem-OrientaE-3,28.659,-81.3688,Sem-OrientaE,Seminole,Orienta East,3,LW,Lake
Sem-OrientaN-1,28.6616,-81.3694,Sem-OrientaN,Seminole,Orienta North,1,LW,Lake
Sem-OrientaN-2,28.6616,-81.3686,Sem-OrientaN,Seminole,Orienta North,2,LW,Lake
Sem-OrientaN-3,28.6615,-81.3675,Sem-OrientaN,Seminole,Orienta North,3,LW,Lake
Sem-Palm-1,28.7074,-81.4254,Sem-Palm,Seminole,Palm,1,LW,Lake
Sem-Palm-2,28.707,-81.4258,Sem-Palm,Seminole,Palm,2,LW,Lake
Sem-Pearl-1,28.6607,-81.3452,Sem-Pearl,Seminole,Pearl,1,LW,Lake
Sem-Pearl-2,28.6605,-81.3462,Sem-Pearl,Seminole,Pearl,2,LW,Lake
Sem-Pearl-3,28.6606,-81.3471,Sem-Pearl,Seminole,Pearl,3,LW,Lake
Sem-Pearl2-1,28.6644,-81.4251,Sem-Pearl2,Seminole,Pearl 2,1,LW,Lake
Sem-Pearl2-2,28.6624,-81.4262,Sem-Pearl2,Seminole,Pearl 2,2,LW,Lake
Sem-Pearl2-3,28.6635,-81.4237,Sem-Pearl2,Seminole,Pearl 2,3,LW,Lake
Ora-Pickett-1,28.6122,-81.1211,Ora-Pickett,Seminole,Pickett,1,LW,Lake
Ora-Pickett-2,28.6072,-81.121,Ora-Pickett,Seminole,Pickett,2,LW,Lake
Ora-Pickett-3,28.6006,-81.1199,Ora-Pickett,Seminole,Pickett,3,LW,Lake
Ora-PickettE-1,28.6094,-81.1107,Ora-PickettE,Seminole,Pickett East,1,LW,Lake
Ora-PickettE-2,28.6044,-81.1085,Ora-PickettE,Seminole,Pickett East,2,LW,Lake
Ora-PickettE-3,28.5992,-81.1091,Ora-PickettE,Seminole,Pickett East,3,LW,Lake
Sem-Pine-1,28.7779,-81.3132,Sem-Pine,Seminole,Pine,1,LW,Lake
Sem-Pine-2,28.7773,-81.3138,Sem-Pine,Seminole,Pine,2,LW,Lake
Sem-Pine-3,28.7778,-81.3146,Sem-Pine,Seminole,Pine,3,LW,Lake
Sem-PlazaOva-1,28.6822,-81.3406,Sem-PlazaOva,Seminole,Plaza Oval,1,LW,Lake
Sem-PlazaOva-2,28.6823,-81.3401,Sem-PlazaOva,Seminole,Plaza Oval,2,LW,Lake
Sem-PlazaOva-3,28.6825,-81.3397,Sem-PlazaOva,Seminole,Plaza Oval,3,LW,Lake
Sem-Pot-1,28.6539,-81.3579,Sem-Pot,Seminole,Pot,1,LW,Lake
Sem-Pot-2,28.6543,-81.358,Sem-Pot,Seminole,Pot,2,LW,Lake
Sem-Pot-3,28.6542,-81.3574,Sem-Pot,Seminole,Pot,3,LW,Lake
Sem-Prairie-1,28.6586,-81.3543,Sem-Prairie,Seminole,Prairie,1,LW,Lake
Sem-Prairie-2,28.658,-81.355,Sem-Prairie,Seminole,Prairie,2,LW,Lake
Sem-Prairie-3,28.6572,-81.356,Sem-Prairie,Seminole,Prairie,3,LW,Lake
Sem-QuailP-1,28.6712,-81.3353,Sem-QuailP,Seminole,Quail Pond,1,LW,Lake
Sem-QuailP-2,28.6709,-81.3349,Sem-QuailP,Seminole,Quail Pond,2,LW,Lake
Sem-QuailP-3,28.6706,-81.3345,Sem-QuailP,Seminole,Quail Pond,3,LW,Lake
Sem-QueensMi-1,28.6631,-81.3242,Sem-QueensMi,Seminole,Queens Mirror,1,LW,Lake
Sem-QueensMi-2,28.6615,-81.323,Sem-QueensMi,Seminole,Queens Mirror,2,LW,Lake
Sem-QueensMi-3,28.662,-81.3222,Sem-QueensMi,Seminole,Queens Mirror,3,LW,Lake
Sem-RedBug-1,28.6516,-81.2923,Sem-RedBug,Seminole,Red Bug,1,LW,Lake
Sem-RedBug-2,28.6502,-81.2913,Sem-RedBug,Seminole,Red Bug,2,LW,Lake
Sem-RedBug-3,28.6509,-81.2898,Sem-RedBug,Seminole,Red Bug,3,LW,Lake
Sem-Rice-1,28.749,-81.3777,Sem-Rice,Seminole,Rice,1,LW,Lake
Sem-Rice-2,28.7508,-81.3769,Sem-Rice,Seminole,Rice,2,LW,Lake
Sem-Rice-3,28.7527,-81.3776,Sem-Rice,Seminole,Rice,3,LW,Lake
Sem-Rock-1,28.7031,-81.369,Sem-Rock,Seminole,Rock,1,LW,Lake
Sem-Rock-2,28.7038,-81.3679,Sem-Rock,Seminole,Rock,2,LW,Lake
Sem-Rock-3,28.7042,-81.3675,Sem-Rock,Seminole,Rock,3,LW,Lake
Sem-Rogers-1,28.655,-81.1958,Sem-Rogers,Seminole,Rogers,1,LW,Lake
Sem-Rogers-2,28.6547,-81.1958,Sem-Rogers,Seminole,Rogers,2,LW,Lake
Sem-Rogers-3,28.6542,-81.1956,Sem-Rogers,Seminole,Rogers,3,LW,Lake
Sem-Searcy-1,28.7054,-81.3559,Sem-Searcy,Seminole,Searcy,1,LW,Lake
