STATIONID,Latitude,Longitude,LAKEID,County,Lake,Station,Study,water type
Bra-Bolt-3,29.7969,-82.0536,Bra-Bolt,Bradford,Bolt,3,LW,Lake
Bra-Crosby-1,29.9372,-82.1579,Bra-Crosby,Bradford,Crosby,1,LW,Lake
Bra-Crosby-2,29.9407,-82.157,Bra-Crosby,Bradford,Crosby,2,LW,Lake
Bra-Crosby-3,29.945,-82.1561,Bra-Crosby,Bradford,Crosby,3,LW,Lake
Bra-DeValerio-1,29.9069,-82.1711,Bra-DeValerio,Bradford,DeValerio,1,LW,Lake
Bra-DeValerio-2,29.9068,-82.1704,Bra-DeValerio,Bradford,DeValerio,2,LW,Lake
Bra-DeValerio-3,29.9068,-82.1696,Bra-DeValerio,Bradford,DeValerio,3,LW,Lake
Bra-Hampton-1,29.8644,-82.1686,Bra-Hampton,Bradford,Hampton,1,LW,Lake
Bra-Hampton-2,29.8578,-82.1678,Bra-Hampton,Bradford,Hampton,2,LW,Lake
Bra-Hampton-3,29.8528,-82.1674,Bra-Hampton,Bradford,Hampton,3,LW,Lake
Bra-Paradise-1,29.7878,-82.0482,Bra-Paradise,Bradford,Paradise,1,LW,Lake
Bra-Paradise-2,29.7874,-82.0475,Bra-Paradise,Bradford,Paradise,2,LW,Lake
Bra-Paradise-3,29.7869,-82.0467,Bra-Paradise,Bradford,Paradise,3,LW,Lake
Bra-ParadiseW-1,29.7906,-82.0493,Bra-ParadiseW,Bradford,Paradise West,1,LW,Lake
Bra-ParadiseW-2,29.7903,-82.0492,Bra-ParadiseW,Bradford,Paradise West,2,LW,Lake
Bra-ParadiseW-3,29.79,-82.0492,Bra-ParadiseW,Bradford,Paradise West,3,LW,Lake
Bra-Rowell-1,29.922,-82.1619,Bra-Rowell,Bradford,Rowell,1,LW,Lake
Bra-Rowell-2,29.9223,-82.1637,Bra-Rowell,Bradford,Rowell,2,LW,Lake
Bra-Rowell-3,29.9216,-82.1662,Bra-Rowell,Bradford,Rowell,3,LW,Lake
Bra-Rowell-4,29.9192,-82.159,Bra-Rowell,Bradford,Rowell,4,LW,Lake
Bra-Rowell-5,29.9167,-82.1587,Bra-Rowell,Bradford,Rowell,5,LW,Lake
Bra-Sampson-1,29.9318,-82.1898,Bra-Sampson,Bradford,Sampson,1,LW,Lake
Bra-Sampson-2,29.9256,-82.1903,Bra-Sampson,Bradford,Sampson,2,LW,Lake
Bra-Sampson-3,29.9185,-82.1897,Bra-Sampson,Bradford,Sampson,3,LW,Lake
Bra-Silver-1,29.799,-82.0608,Bra-Silver,Bradford,Silver,1,LW,Lake
Bra-Silver-2,29.7972,-82.0589,Bra-Silver,Bradford,Silver,2,LW,Lake
Bra-Silver-3,29.7963,-82.0606,Bra-Silver,Bradford,Silver,3,LW,Lake
Bre-BlueTrail-1,28.4722,-80.7207,Bre-BlueTrail,Brevard,Blue Trail-1,1,LW,Estuary
Bre-Clark-1,27.9394,-80.6021,Bre-Clark,Brevard,Clark,1,LW,Lake
Bre-Clark-2,27.9393,-80.6028,Bre-Clark,Brevard,Clark,2,LW,Lake
Bre-Clear-1,28.3849,-80.7588,Bre-Clear,Brevard,Clear,1,LW,Lake
Bre-Clear-2,28.3856,-80.7603,Bre-Clear,Brevard,Clear,2,LW,Lake
Bre-Clear-3,28.3851,-80.7611,Bre-Clear,Brevard,Clear,3,LW,Lake
Bre-Forest-1,28.3573,-80.7987,Bre-Forest,Brevard,Forest,1,LW,Lake
Bre-Forest-2,28.3562,-80.7983,Bre-Forest,Brevard,Forest,2,LW,Lake
Bre-Forest-3,28.3542,-80.7982,Bre-Forest,Brevard,Forest,3,LW,Lake
Bre-Fox-1,28.5879,-80.8705,Bre-Fox,Brevard,Fox,1,LW,Lake
Bre-Fox-2,28.5922,-80.8679,Bre-Fox,Brevard,Fox,2,LW,Lake
Bre-Fox-3,28.5972,-80.8677,Bre-Fox,Brevard,Fox,3,LW,Lake
Bre-HolladayP-1,28.2263,-80.6494,Bre-HolladayP,Brevard,Holladay Pond,1,LW,Lake
Bre-HolladayP-2,28.226,-80.6497,Bre-HolladayP,Brevard,Holladay Pond,2,LW,Lake
Bre-HolladayP-3,28.2276,-80.6497,Bre-HolladayP,Brevard,Holladay Pond,3,LW,Lake
Bre-IRLMaxBreBrdg-1,28.617,-80.803,Bre-IRLMaxBreBrdg,Brevard,IRL Max Brewer Bridge-1,1,LW,Estuary
Bre-IRLMaxBreBrdg-2,28.6266,-80.7906,Bre-IRLMaxBreBrdg,Brevard,IRL Max Brewer Bridge-2,1,LW,Estuary
Bre-IRLMaxBreBrdg-3,28.6261,-80.7899,Bre-IRLMaxBreBrdg,Brevard,IRL Max Brewer Bridge-3,1,LW,Estuary
Bre-IRLMaxBreBrdg-4,28.6141,-80.8023,Bre-IRLMaxBreBrdg,Brevard,IRL Max Brewer Bridge-4,1,LW,Estuary
Bre-Palm-1,28.3999,-80.6689,Bre-Palm,Brevard,Palm,1,LW,Lake
Bre-Palm-2,28.3997,-80.669,Bre-Palm,Brevard,Palm,2,LW,Lake
Bre-Palm-3,28.3993,-80.669,Bre-Palm,Brevard,Palm,3,LW,Lake
Bre-Park-1,28.3725,-80.8116,Bre-Park,Brevard,Park,1,LW,Lake
Bre-Park-2,28.3725,-80.8117,Bre-Park,Brevard,Park,2,LW,Lake
Bre-Park-3,28.3724,-80.8117,Bre-Park,Brevard,Park,3,LW,Lake
Bre-ParkwayM-1,28.1516,-80.6707,Bre-ParkwayM,Brevard,Parkway Meadows,1,LW,Lake
Bre-ParkwayM-2,28.1525,-80.6686,Bre-ParkwayM,Brevard,Parkway Meadows,2,LW,Lake
Bre-ParkwayM-3,28.1525,-80.667,Bre-ParkwayM,Brevard,Parkway Meadows,3,LW,Lake
Bre-Poinsett-1,28.3501,-80.8616,Bre-Poinsett,Brevard,Poinsett,1,LW,Lake
Bre-Poinsett-2,28.3399,-80.8362,Bre-Poinsett,Brevard,Poinsett,2,LW,Lake
Bre-Poinsett-3,28.3296,-80.8151,Bre-Poinsett,Brevard,Poinsett,3,LW,Lake
Bre-SouthLak-1,28.6134,-80.8687,Bre-SouthLak,Brevard,South Lake,1,LW,Lake
Bre-SouthLak-2,28.62,-80.8701,Bre-SouthLak,Brevard,South Lake,2,LW,Lake
Bre-SouthLak-3,28.6281,-80.8708,Bre-SouthLak,Brevard,South Lake,3,LW,Lake
Bre-Sunbeam-1,28.4262,-80.7139,Bre-Sunbeam,Brevard,Sunbeam,1,LW,Lake
Bre-Sunbeam-2,28.4263,-80.7146,Bre-Sunbeam,Brevard,Sunbeam,2,LW,Lake
Bre-Sunbeam-3,28.4262,-80.7156,Bre-Sunbeam,Brevard,Sunbeam,3,LW,Lake
Bre-Timber-1,28.0907,-80.6864,Bre-Timber,Brevard,Timber,1,LW,Lake
Bre-Timber-2,28.0906,-80.6854,Bre-Timber,Brevard,Timber,2,LW,Lake
Bre-Timber-3,28.0904,-80.6846,Bre-Timber,Brevard,Timber,3,LW,Lake
Bre-Valkaria-1,27.9564,-80.6157,Bre-Valkaria,Brevard,Valkaria,1,LW,Lake
Bre-Valkaria-2,27.9555,-80.617,Bre-Valkaria,Brevard,Valkaria,2,LW,Lake
Bre-Valkaria-3,27.9553,-80.6151,Bre-Valkaria,Brevard,Valkaria,3,LW,Lake
Bre-Washingt-1,28.1252,-80.7506,Bre-Washingt,Brevard,Washington,1,LW,Lake
Bre-Washingt-2,28.143,-80.7458,Bre-Washingt,Brevard,Washington,2,LW,Lake
Bre-Washingt-3,28.1656,-80.7454,Bre-Washingt,Brevard,Washington,3,LW,Lake
Bre-Yancey-1,28.3641,-80.7911,Bre-Yancey,Brevard,Yancey,1,LW,Lake
Bre-Yancey-2,28.3646,-80.7835,Bre-Yancey,Brevard,Yancey,2,LW,Lake
Bre-Yancey-3,28.365,-80.7833,Bre-Yancey,Brevard,Yancey,3,LW,Lake
Bro-Alex-1,26.0368,-80.1961,Bro-Alex,Broward,Alex,1,LW,Lake
Bro-Alex-2,26.0368,-80.1965,Bro-Alex,Broward,Alex,2,LW,Lake
Bro-Alex-3,26.0369,-80.1968,Bro-Alex,Broward,Alex,3,LW,Lake
Bro-BonnetSl-1,26.1347,-80.1044,Bro-BonnetSl,Broward,Bonnet Slough,1,LW,Lake
Bro-BonnetSl-2,26.135,-80.1043,Bro-BonnetSl,Broward,Bonnet Slough,2,LW,Lake
Bro-BonnetSl-3,26.1356,-80.1043,Bro-BonnetSl,Broward,Bonnet Slough,3,LW,Lake
Bro-CherryCK-1,26.1778,-80.1255,Bro-CherryCK,Broward,Cherry Creek-1,1,LW,River/Stream
Bro-CherryCK-2,26.1766,-80.1257,Bro-CherryCK,Broward,Cherry Creek-2,1,LW,River/Stream
Bro-CherryCK-3,26.1748,-80.1257,Bro-CherryCK,Broward,Cherry Creek-3,1,LW,River/Stream
Bro-Cliff-1,26.1066,-80.131,Bro-Cliff,Broward,Cliff,1,LW,Lake
Bro-Cliff-2,26.1059,-80.1312,Bro-Cliff,Broward,Cliff,2,LW,Lake
Bro-Cliff-3,26.1047,-80.1319,Bro-Cliff,Broward,Cliff,3,LW,Lake
Bro-Crossbow-1,26.0307,-80.3496,Bro-Crossbow,Broward,Crossbow,1,LW,Lake
Bro-Crossbow-2,26.0308,-80.3498,Bro-Crossbow,Broward,Crossbow,2,LW,Lake
Bro-Crossbow-3,26.0307,-80.3501,Bro-Crossbow,Broward,Crossbow,3,LW,Lake
Bro-Delevoe-1,26.1256,-80.1737,Bro-Delevoe,Broward,Delevoe,1,LW,Lake
Bro-Delevoe-2,26.1256,-80.1746,Bro-Delevoe,Broward,Delevoe,2,LW,Lake
Bro-Delevoe-3,26.1255,-80.1759,Bro-Delevoe,Broward,Delevoe,3,LW,Lake
Bro-Desoto-1,25.9753,-80.1729,Bro-Desoto,Broward,Desoto,1,LW,Lake
Bro-Desoto-2,25.9781,-80.1732,Bro-Desoto,Broward,Desoto,2,LW,Lake
Bro-Desoto-3,25.9811,-80.1734,Bro-Desoto,Broward,Desoto,3,LW,Lake
Bro-E-1,26.0767,-80.2172,Bro-E,Broward,E,1,LW,Lake
Bro-E-2,26.0754,-80.2181,Bro-E,Broward,E,2,LW,Lake
Bro-E-3,26.0744,-80.2191,Bro-E,Broward,E,3,LW,Lake
Bro-East-1,26.1799,-80.1232,Bro-East,Broward,East,1,LW,Lake
Bro-East-2,26.1798,-80.1246,Bro-East,Broward,East,2,LW,Lake
Bro-East-3,26.1799,-80.1223,Bro-East,Broward,East,3,LW,Lake
Bro-Estancia-1,26.0009,-80.4036,Bro-Estancia,Broward,Estancia,1,LW,Lake
Bro-Estancia-2,26.0014,-80.403,Bro-Estancia,Broward,Estancia,2,LW,Lake
Bro-Estancia-3,26.0019,-80.4013,Bro-Estancia,Broward,Estancia,3,LW,Lake
Bro-Es-Ft-Lau-1,26.0514,-80.1854,Bro-Es-Ft-Lau,Broward,Estates of Ft. Lauderdale,1,LW,Lake
Bro-Es-Ft-Lau-2,26.0539,-80.183,Bro-Es-Ft-Lau,Broward,Estates of Ft. Lauderdale,2,LW,Lake
Bro-Es-Ft-Lau-3,26.0533,-80.1799,Bro-Es-Ft-Lau,Broward,Estates of Ft. Lauderdale,3,LW,Lake
Bro-Everglad-1,26.0611,-80.4452,Bro-Everglad,Broward,Everglades,1,LW,Lake
Bro-Everglad-2,26.0609,-80.4456,Bro-Everglad,Broward,Everglades,2,LW,Lake
Bro-Everglad-3,26.0604,-80.4465,Bro-Everglad,Broward,Everglades,3,LW,Lake
Bro-Flaming1-1,26.0496,-80.3035,Bro-Flaming1,Broward,Flamingo,1,LW,Lake
Bro-Flaming1-2,26.0492,-80.3045,Bro-Flaming1,Broward,Flamingo,2,LW,Lake
Bro-Flaming1-3,26.0487,-80.3049,Bro-Flaming1,Broward,Flamingo,3,LW,Lake
Bro-Flaming2-1,26.0552,-80.3041,Bro-Flaming2,Broward,Flamingo 2,1,LW,Lake
Bro-Flaming2-2,26.0554,-80.3052,Bro-Flaming2,Broward,Flamingo 2,2,LW,Lake
Bro-Flaming2-3,26.0554,-80.3054,Bro-Flaming2,Broward,Flamingo 2,3,LW,Lake
Bro-Helen-1,26.1402,-80.104,Bro-Helen,Broward,Helen,1,LW,Lake
Bro-Helen-2,26.1397,-80.104,Bro-Helen,Broward,Helen,2,LW,Lake
Bro-Heritage-1,26.1075,-80.2281,Bro-Heritage,Broward,Heritage,1,LW,Lake
Bro-Heritage-2,26.1069,-80.227,Bro-Heritage,Broward,Heritage,2,LW,Lake
Bro-Heritage-3,26.1067,-80.2255,Bro-Heritage,Broward,Heritage,3,LW,Lake
Bro-HolidayP-1,26.1074,-80.6043,Bro-HolidayP,Broward,Holiday Park,1,LW,Lake
Bro-HolidayP-2,26.0975,-80.5966,Bro-HolidayP,Broward,Holiday Park,2,LW,Lake
Bro-HolidayP-3,26.0789,-80.5826,Bro-HolidayP,Broward,Holiday Park,3,LW,Lake
Bro-Jacar13-1,26.1441,-80.2846,Bro-Jacar13,Broward,Jacaranda 13,1,LW,Lake
Bro-Jacar13-2,26.1429,-80.2846,Bro-Jacar13,Broward,Jacaranda 13,2,LW,Lake
Bro-Jacar13-3,26.1434,-80.286,Bro-Jacar13,Broward,Jacaranda 13,3,LW,Lake
Bro-Jacar4-1,26.1392,-80.2729,Bro-Jacar4,Broward,Jacaranda 4,1,LW,Lake
Bro-Jacar4-2,26.1423,-80.273,Bro-Jacar4,Broward,Jacaranda 4,2,LW,Lake
Bro-Jacar4-3,26.1438,-80.2748,Bro-Jacar4,Broward,Jacaranda 4,3,LW,Lake
Bro-Long-1,26.1416,-80.1041,Bro-Long,Broward,Long,1,LW,Lake
Bro-Long-2,26.1433,-80.104,Bro-Long,Broward,Long,2,LW,Lake
Bro-Long-3,26.1449,-80.1039,Bro-Long,Broward,Long,3,LW,Lake
Bro-Markham-1,26.1317,-80.3573,Bro-Markham,Broward,Markham,1,LW,Lake
Bro-Markham-2,26.1338,-80.3546,Bro-Markham,Broward,Markham,2,LW,Lake
Bro-Markham-3,26.1361,-80.3546,Bro-Markham,Broward,Markham,3,LW,Lake
Bro-Melva-1,26.1448,-80.1215,Bro-Melva,Broward,Melva,1,LW,Lake
Bro-Melva-2,26.1454,-80.1215,Bro-Melva,Broward,Melva,2,LW,Lake
Bro-Melva-3,26.1457,-80.1215,Bro-Melva,Broward,Melva,3,LW,Lake
Bro-NCL-1,26.2995,-80.2631,Bro-NCL,Broward,NCL,1,LW,Lake
Bro-NCL-2,26.2999,-81.263,Bro-NCL,Broward,NCL,2,LW,Lake
Bro-NCL-3,26.3003,-80.2631,Bro-NCL,Broward,NCL,3,LW,Lake
Bro-North-1,26.1406,-80.104,Bro-North,Broward,North,1,LW,Lake
Bro-North-2,26.1404,-80.104,Bro-North,Broward,North,2,LW,Lake
Bro-North-3,26.1404,-80.104,Bro-North,Broward,North,3,LW,Lake
Bro-Pembroke-Isles-1,26.0142,-80.3711,Bro-Pembroke-Isles,Broward,Pembroke Isles,1,LW,Lake
Bro-Pembroke-Isles-2,26.0186,-80.3715,Bro-Pembroke-Isles,Broward,Pembroke Isles,2,LW,Lake
Bro-Pembroke-Isles-3,26.0254,-80.3722,Bro-Pembroke-Isles,Broward,Pembroke Isles,3,LW,Lake
Bro-QuietWat-1,26.3067,-80.1601,Bro-QuietWat,Broward,Quiet Waters,1,LW,Lake
Bro-QuietWat-2,26.3077,-80.1616,Bro-QuietWat,Broward,Quiet Waters,2,LW,Lake
Bro-QuietWat-3,26.3091,-80.1618,Bro-QuietWat,Broward,Quiet Waters,3,LW,Lake
Bro-Riley-1,26.1015,-80.3605,Bro-Riley,Broward,Riley,1,LW,Lake
Bro-Riley-2,26.1149,-80.3612,Bro-Riley,Broward,Riley,2,LW,Lake
Bro-Riley-3,26.1156,-80.3616,Bro-Riley,Broward,Riley,3,LW,Lake
Bro-Rock Cree-1,26.041,-80.303,Bro-Rock Cree,Broward,Rock Creek,1,LW,Lake
Bro-Rock Cree-2,26.039,-80.301,Bro-Rock Cree,Broward,Rock Creek,2,LW,Lake
Bro-Rock Cree-3,26.032,-80.3051,Bro-Rock Cree,Broward,Rock Creek,3,LW,Lake
Bro-RoyalPalm-1,26.1082,-81.2448,Bro-RoyalPalm,Broward,Royal Palm,1,LW,Lake
Bro-RoyalPalm-2,26.108,-80.2435,Bro-RoyalPalm,Broward,Royal Palm,2,LW,Lake
Bro-RoyalPalm-3,26.108,-80.2424,Bro-RoyalPalm,Broward,Royal Palm,3,LW,Lake
Bro-Seneca-1,26.2033,-80.0986,Bro-Seneca,Broward,Seneca,1,LW,Lake
Bro-Seneca-2,26.2021,-80.0982,Bro-Seneca,Broward,Seneca,2,LW,Lake
Bro-Seneca-3,26.1998,-80.0984,Bro-Seneca,Broward,Seneca,3,LW,Lake
Bro-Silver-1,26.0255,-80.3786,Bro-Silver,Broward,Silver,1,LW,Lake
Bro-Silver-2,26.0253,-80.3794,Bro-Silver,Broward,Silver,2,LW,Lake
Bro-Silver-3,26.0253,-80.3802,Bro-Silver,Broward,Silver,3,LW,Lake
Bro-Silver3-1,25.9833,-80.3787,Bro-Silver3,Broward,Silver 3,1,LW,Lake
Bro-Silver3-2,25.9879,-80.3809,Bro-Silver3,Broward,Silver 3,2,LW,Lake
Bro-Silver3-3,25.9833,-80.3829,Bro-Silver3,Broward,Silver 3,3,LW,Lake
Bro-South-1,26.139,-80.104,Bro-South,Broward,South,1,LW,Lake
Bro-South-2,26.1387,-80.104,Bro-South,Broward,South,2,LW,Lake
Bro-Stirling-1,26.049,-80.2804,Bro-Stirling,Broward,Stirling,1,LW,Lake
Bro-Stirling-2,26.0487,-80.2821,Bro-Stirling,Broward,Stirling,2,LW,Lake
Bro-Stirling-3,26.049,-80.2834,Bro-Stirling,Broward,Stirling,3,LW,Lake
Bro-Tarpon-1,26.0288,-80.1296,Bro-Tarpon,Broward,Tarpon,1,LW,Lake
Bro-Tarpon-2,26.0302,-80.1312,Bro-Tarpon,Broward,Tarpon,2,LW,Lake
Bro-Tarpon-3,26.0279,-80.1301,Bro-Tarpon,Broward,Tarpon,3,LW,Lake
Bro-Topeekeeg-1,26.0354,-80.1699,Bro-Topeekeeg,Broward,Topeekeegee,1,LW,Lake
Bro-Topeekeeg-2,26.0351,-80.1716,Bro-Topeekeeg,Broward,Topeekeegee,2,LW,Lake
Bro-Topeekeeg-3,26.0347,-80.1731,Bro-Topeekeeg,Broward,Topeekeegee,3,LW,Lake
Bro-Tree Tops-1,26.0666,-80.2774,Bro-Tree Tops,Broward,Tree Tops,1,LW,Lake
Bro-Tree Tops-2,26.0675,-80.2778,Bro-Tree Tops,Broward,Tree Tops,2,LW,Lake
Bro-Tree Tops-3,26.0679,-80.2795,Bro-Tree Tops,Broward,Tree Tops,3,LW,Lake
Bro-Tyrano-1,26.0956,-80.2235,Bro-Tyrano,Broward,Tyrano,1,LW,Lake
Bro-Tyrano-2,26.0964,-80.2226,Bro-Tyrano,Broward,Tyrano,2,LW,Lake
Bro-Tyrano-3,26.0983,-80.2209,Bro-Tyrano,Broward,Tyrano,3,LW,Lake
Bro-WCA-3-1,26.0254,-80.5002,Bro-WCA-3,Broward,WCA-3,1,LW,Lake
Bro-WCA-3-2,25.9223,-80.5775,Bro-WCA-3,Broward,WCA-3,2,LW,Lake
Bro-WCA-3-3,25.8197,-80.655,Bro-WCA-3,Broward,WCA-3,3,LW,Lake
Bro-West-1,26.1785,-80.1265,Bro-West,Broward,West,1,LW,Lake
Bro-West-2,26.1798,-80.1266,Bro-West,Broward,West,2,LW,Lake
Bro-West-3,26.18,-80.1276,Bro-West,Broward,West,3,LW,Lake
Bro-WestAKNC-1,26.0363,-80.124,Bro-WestAKNC,Broward,West AKNC,1,LW,Lake
Bro-WestAKNC-2,26.0299,-80.1231,Bro-WestAKNC,Broward,West AKNC,2,LW,Lake
Bro-WestAKNC-3,26.0232,-80.1241,Bro-WestAKNC,Broward,West AKNC,3,LW,Lake
Bro-Westport1-1,26.1256,-80.2959,Bro-Westport1,Broward,Westport 1,1,LW,Lake
Bro-Westport1-2,26.1269,-80.2944,Bro-Westport1,Broward,Westport 1,2,LW,Lake
Bro-Westport1-3,26.1268,-80.296,Bro-Westport1,Broward,Westport 1,3,LW,Lake
Bro-Westport2-1,26.1295,-80.2943,Bro-Westport2,Broward,Westport 2,1,LW,Lake
Bro-Westport2-2,26.1284,-80.2942,Bro-Westport2,Broward,Westport 2,2,LW,Lake
Bro-Westport2-3,26.128,-80.2959,Bro-Westport2,Broward,Westport 2,3,LW,Lake
Bro-Winderm-1,26.0528,-80.174,Bro-Winderm,Broward,Windermere,1,LW,Lake
Bro-Winderm-2,26.0517,-80.1742,Bro-Winderm,Broward,Windermere,2,LW,Lake
Bro-Winderm-3,26.0508,-80.1743,Bro-Winderm,Broward,Windermere,3,LW,Lake
Cal-Chipola-R-1,30.4992,-85.1599,Cal-Chipola-R,Calhoun,Chipola River-1,1,LW,River/Stream
Cal-Chipola-R-2,30.5102,-85.1576,Cal-Chipola-R,Calhoun,Chipola River-2,1,LW,River/Stream
Cal-Chipola-R-3,30.5165,-85.1609,Cal-Chipola-R,Calhoun,Chipola River-3,1,LW,River/Stream
Cha-Aquarius-1,26.9175,-82.1989,Cha-Aquarius,Charlotte,Aquarius,1,LW,Lake
Cha-Aquarius-2,26.9186,-82.2026,Cha-Aquarius,Charlotte,Aquarius,2,LW,Lake
Cha-Aquarius-3,26.9186,-82.1962,Cha-Aquarius,Charlotte,Aquarius,3,LW,Lake
Cha-Bal-Harbr-1,26.8911,-82.0661,Cha-Bal-Harbr,Charlotte,Bal Harbor,1,LW,Estuary
Cha-Bass-1,26.9191,-82.0791,Cha-Bass,Charlotte,Bass,1,LW,Estuary
Cha-Breakers-1,26.9249,-82.0646,Cha-Breakers,Charlotte,Breakers,1,LW,Estuary
Cha-Broadm-Ck-1,26.906,-82.2589,Cha-Broadm-Ck,Charlotte,Broadmoor Creek,1,LW,Lake
Cha-Broadm-Ck-2,26.9015,-82.2638,Cha-Broadm-Ck,Charlotte,Broadmoor Creek,2,LW,Lake
Cha-Broadm-Ck-3,26.8992,-82.2664,Cha-Broadm-Ck,Charlotte,Broadmoor Creek,3,LW,Lake
Cha-Broadm-Rr-1,26.9139,-82.2697,Cha-Broadm-Rr,Charlotte,Broadmoor River,1,LW,Lake
Cha-Broadm-Rr-2,26.9122,-82.2628,Cha-Broadm-Rr,Charlotte,Broadmoor River,2,LW,Lake
Cha-Broadm-Rr-3,26.909300000000002,-82.2576,Cha-Broadm-Rr,Charlotte,Broadmoor River,3,LW,Lake
Cha-BuckCk-Wr-1,26.8977,-82.296,Cha-BuckCk-Wr,Charlotte,Buck Creek Weir,1,LW,Lake
Cha-BuckCk-Wr-2,26.8964,-82.2968,Cha-BuckCk-Wr,Charlotte,Buck Creek Weir,2,LW,Lake
Cha-BuckCk-Wr-3,26.8951,-82.2964,Cha-BuckCk-Wr,Charlotte,Buck Creek Weir,3,LW,Lake
Cha-Butterfd-1,26.9162,-82.226,Cha-Butterfd,Charlotte,Butterford,1,LW,Lake
Cha-Butterfd-2,26.9161,-82.2203,Cha-Butterfd,Charlotte,Butterford,2,LW,Lake
Cha-Butterfd-3,26.9161,-82.215,Cha-Butterfd,Charlotte,Butterford,3,LW,Lake
Cha-Candia-1,26.8969,-82.0443,Cha-Candia,Charlotte,Candia,1,LW,Estuary
Cha-CasadeMed-1,26.914,-82.3141,Cha-CasadeMed,Charlotte,Casa de Meadows,1,LW,Lake
Cha-CasadeMed-2,26.914,-82.3148,Cha-CasadeMed,Charlotte,Casa de Meadows,2,LW,Lake
Cha-CasadeMed-3,26.9141,-82.3158,Cha-CasadeMed,Charlotte,Casa de Meadows,3,LW,Lake
Cha-ColonyPt-1,26.9098,-82.0868,Cha-ColonyPt,Charlotte,Colony Point,1,LW,Estuary
Cha-Co-Creek-1,26.8394,-82.2681,Cha-Co-Creek,Charlotte,Coral Creek-1,1,LW,River/Stream
Cha-Co-Creek-2,26.846,-82.2712,Cha-Co-Creek,Charlotte,Coral Creek-2,1,LW,River/Stream
Cha-Co-Creek-3,26.8485,-82.2712,Cha-Co-Creek,Charlotte,Coral Creek-3,1,LW,River/Stream
Cha-Co-Creek-4,26.8453,-82.2769,Cha-Co-Creek,Charlotte,Coral Creek-4,1,LW,River/Stream
Cha-L-4-1,26.911,-82.2653,Cha-L-4,Charlotte,L-4,1,LW,Lake
Cha-L-4-2,26.9108,-82.2651,Cha-L-4,Charlotte,L-4,2,LW,Lake
Cha-L-4-3,26.9108,-82.2651,Cha-L-4,Charlotte,L-4,3,LW,Lake
Cha-L-6-1,26.9094,-82.2646,Cha-L-6,Charlotte,L-6,1,LW,Lake
Cha-L-6-2,26.909300000000002,-82.2643,Cha-L-6,Charlotte,L-6,2,LW,Lake
Cha-L-6-3,26.9092,-82.264,Cha-L-6,Charlotte,L-6,3,LW,Lake
Cha-L-9-1,26.9069,-82.2653,Cha-L-9,Charlotte,L-9,1,LW,Lake
Cha-L-9-2,26.9069,-82.2651,Cha-L-9,Charlotte,L-9,2,LW,Lake
Cha-L-9-3,26.9068,-82.2649,Cha-L-9,Charlotte,L-9,3,LW,Lake
Cha-Lagoon-1,26.8733,-82.1773,Cha-Lagoon,Charlotte,Lagoon,1,LW,Lake
Cha-Lagoon-2,26.8727,-82.1742,Cha-Lagoon,Charlotte,Lagoon,2,LW,Lake
Cha-Lagoon-3,26.8738,-82.1759,Cha-Lagoon,Charlotte,Lagoon,3,LW,Lake
Cha-LC-1-1,26.8806,-82.3081,Cha-LC-1,Charlotte,LC-1,1,LW,Estuary
Cha-LC-2-1,26.8789,-82.3084,Cha-LC-2,Charlotte,LC-2,1,LW,Estuary
Cha-LC-3-1,26.878,-82.308,Cha-LC-3,Charlotte,LC-3,1,LW,Estuary
Cha-Lock-1,26.9406,-82.1961,Cha-Lock,Charlotte,Lock,1,LW,Lake
Cha-Lock-2,26.9303,-82.1986,Cha-Lock,Charlotte,Lock,2,LW,Lake
Cha-Lock-3,26.9195,-82.2069,Cha-Lock,Charlotte,Lock,3,LW,Lake
Cha-Longm-Rr-1,26.9057,-82.2533,Cha-Longm-Rr,Charlotte,Longmeadow River,1,LW,Lake
Cha-Longm-Rr-2,26.9018,-82.2505,Cha-Longm-Rr,Charlotte,Longmeadow River,2,LW,Lake
Cha-Longm-Rr-3,26.8962,-82.2485,Cha-Longm-Rr,Charlotte,Longmeadow River,3,LW,Lake
Cha-Marina-1,26.872,-82.2325,Cha-Marina,Charlotte,Marina,1,LW,Lake
Cha-Marina-2,26.8742,-82.2333,Cha-Marina,Charlotte,Marina,2,LW,Lake
Cha-Marina-3,26.8762,-82.2333,Cha-Marina,Charlotte,Marina,3,LW,Lake
Cha-Monaco-1,26.8825,-82.0286,Cha-Monaco,Charlotte,Monaco,1,LW,Estuary
Cha-NaturePk-1,26.9089,-82.0667,Cha-NaturePk,Charlotte,Nature Park,1,LW,Estuary
Cha-OaklH-Ed-1,26.8791,-82.2914,Cha-OaklH-Ed,Charlotte,Oakland Hills End,1,LW,Lake
Cha-OaklH-Ed-2,26.8782,-82.2901,Cha-OaklH-Ed,Charlotte,Oakland Hills End,2,LW,Lake
Cha-OaklH-Ed-3,26.8774,-82.2897,Cha-OaklH-Ed,Charlotte,Oakland Hills End,3,LW,Lake
Cha-OaklH-Rr-1,26.8807,-82.2931,Cha-OaklH-Rr,Charlotte,Oakland Hills River,1,LW,Lake
Cha-OaklH-Rr-2,26.8855,-82.2958,Cha-OaklH-Rr,Charlotte,Oakland Hills River,2,LW,Lake
Cha-OaklH-Rr-3,26.8875,-82.2965,Cha-OaklH-Rr,Charlotte,Oakland Hills River,3,LW,Lake
